# Belief-Tracking Debate Analyzer -- human annotation task
# Assigned annotator ID: TS
# 
# TASK: For each of the 145 rows below, read the full transcript in
# `transcript_text` and focus on the participant named in `participant_id` (their
# lines are tagged [participant_id] in the transcript). Decide the SINGLE primary
# cause of that participant's stance change across the debate, and write exactly
# one of the following five values into the `label` column for that row:
# 
#   evidence_adoption    - a new empirical/causal argument, high quality, and
#                          unlike anything the participant said earlier, changed
#                          their mind.
#   anchoring            - the participant mostly repeated their own prior
#                          position, or barely moved despite strong counter-
#                          evidence.
#   echo                 - the participant's later turns closely mirror the
#                          other side's wording, framing, or rhetorical style.
#   strategic_persuasion - the other side abruptly shifted from causal/empirical
#                          to emotional/moral appeals, and the participant's
#                          stance moved substantially right after.
#   ambiguous             - none of the above clearly fits, or more than one
#                          seems equally plausible. Do not force a choice.
# 
# RULES:
#   - Work independently. Do not discuss instances or compare answers with the
#     other two annotators before all three of you have finished.
#   - One label per row, in the `label` column, using one of the five values above
#     exactly as spelled (lowercase, underscores).
#   - Leave every other column unchanged.
#   - This file is your personal copy (annotator ID TS); do not
#     merge or overwrite the other annotators' files.
#
annotator,instance_id,group_id,participant_id,topic,agreementPreTreatment,agreementPostTreatment,sideAgreementPreTreatment,sideAgreementPostTreatment,transcript_text,label
TS,inst_00092,144.0,144.0_pro,Should Felons Regain the Right to Vote?,1,2,5,4,"[144.0_con] Said person committed a crime and even if and when they are released they have lost that right to vote. They did something that sent them to prison and it was something bad enough they lost the right to help decide what should happen in the community and country they live in. 
[144.0_pro] There are certain instances where felons should morally be given a right to vote. These instances are few and far between, but they definitely are there. Some felons have a change of heart and even convert to faith during their imprisonment. These individuals are then not the same that they were before, and are able to contribute in a meaningful way to community again. There are programs that provide training and counseling in prisons that rehabilitate prisoners to begin a new life that is vastly different than the one that they led before. Finally, there are a very few felons that may have committed a felony for a good reason, (i.e. to protect a family member or to prevent a catastrophe). In those cases, the individual's ability to vote in a beneficial manner has never been violated. 
[144.0_con] I do not buy a change of heart and convert of faith to me is a massive copout. I do agree that some might have committed a crime to protect family, if that was true they would have been found not guilty. That point does not hold up to me. 
[144.0_pro] I honestly agree wholeheartedly with you for most felons. It is for the few that do change in prison (i.e. convert to faith and/or learn skills and get counseling to improve) that I argue in favor of. These few deserve a second chance in life, just as we all would hope for. There are also a very few that may have committed a crime for a good reason, for instance to protect a mother or to prevent a crime. These may not have ever become violated in their conscience to begin with and therefore are still able to contribute to society in a meaningful way.
[144.0_con] I still do not agree. I believe that once you have does something that bad and are sent to prison for whatever the reason you have lost that right to vote.  Yes, some might change. That is the price that needs to be paid so that we have a just society (if you even want to say we have one now). 
[144.0_pro] All humans mess up from time to time. Some much worse than others. Some are evil to the core, but not all. There are definitely those who have gotten tied up with the wrong crowd, grown up in extenuating circumstances, and never were given a chance in life. I would hope that there would be forgiveness and a second chance for those who have a change of heart and are trying to live a new, good life.",anchoring
TS,inst_00024,345.0,345.0_pro,"Should Washington, DC, and Puerto Rico Be Granted US Statehood?",1,3,5,3,"[345.0_con] Puerto Rico and Washington DC should not be grouped together for this question, however, DC should not be given statehood. Its citizens are already covered under the laws of the US and are given the same rights. There is no specific reason to give it statehood as it already falls under its own state.
[345.0_pro] Puerto Rico would be so much better off if it was granted Statehood. The acceptance into the main political system of what is currently a protectorate would allow it all the rights of states. Currently to have the same power in the realm, people from Puerto Rico have to move to an current state among the 50. By granting statehood, they would be given 2 Senators and at least 1 House member, plus a different sort of representation in the courts of the US. It would give them an upped attitude in the world. Plus after all these years it would be an advantage for investment and bus\nThe same can be said of Washington D.C.
[345.0_con] To be honest, I completely agree with your thoughts on Puerto Rico, however, how is this applicable to DC? Its citizens already have the rights of states.
[345.0_pro] Interesting way to separate the debate. While the citizens of D.C. are basically covered, they don't enjoy quite the same status. They don't have a representative in Congress the way the rest of the people of the US have. D.C. does not belong to any state in the Union. It is an unaffiliated area. The people who live there don't quite have the same status a
[345.0_con] With DC being such a small land area, how would it be beneficial to the rest of the country if it were given statehood? It would make more logistical sense to demolish the name of the area and incorporate it to the surrounding area, then covering under the state. 
[345.0_pro] Well, there is a problem here, because I agree with you about D.C. so I was just playing along. \nPuerto Rico needs to be evaluated because it is possible that the citizens want to be a state. I want to reiterate my arguments on Puerto Rico and add that some of what I'm arguing could apply to D.C.",echo
TS,inst_00070,27.0,27.0_con,Should the US Provide Military Aid to Ukraine in its Conflict With Russia?,1,2,1,2,"[27.0_con] In my opinion, they should not provide aid. It is a waste of money and resources that could be used to help their own citizens that are struggling every day. On top of that, it is rather pointless to. Russia has an advantage and will eventually take over Ukraine in this conflict.  
[27.0_pro] Putin and Russia invaded Ukraine without provocation and the US has a moral and strategic obligation to help the Ukrainian people defend itself against a hostile invader.  Helping Ukraine successfully defend itself against Putin will deter him from invading other neighboring countries in the future and avoiding destabilizing the region which could lead to  a potential World War.
[27.0_con] The only moral obligation that the US has is to itself. From a strategic point of view, Ukraine and the surrounding area offer nothing. No natural resources at all, while on the other hand Russia offers a ton of oil. On top of that, Putin is not so dumb that he would attack a terroity that is an ally of the USA.
[27.0_pro] Providing aid to Ukraine sends a message to Putin and Russia that this type of aggressive behavior against a neighboring country will not be tolerated by the US and the international community and will deter Putin from thinking about invading other neighboring countries.  This would lead to a massive global conflict that could lead to  WWIII and use of nucl
[27.0_con] Russia already knows it can't do anything to the USA. That is why he attacked a country like Ukraine that is not a part of the UN or have a treaty for protection with the USA. There will be no world war since Putin will never attack the USA or  
[27.0_pro] Putin is an unpredictable dictator with global ambitions so there is a strong possibility that once he defeats Ukraine he will set his sights on other neighboring countries.  He will realize that defeating Ukraine with NATO and US support essentially means that these nations do not have the ability and resources to stop him from invading other countries.",ambiguous
TS,inst_00125,22.0,22.0_pro,Is Space Exploration a Worthwhile Investment for Humanity?,3,1,3,5,"[22.0_con] There are cons to space exploration. space debris can be hazardous to astronauts and other satellites. There are risks such as radiation and potential for accidents which can cause loss of life. It costs a lot of money. A lot of money can be spent on a mission that fails quickly. This money could have been used to fund other issues. Some countries might use space as a means for war and miliatry operations. 
[22.0_pro] I personally feel like Space Exploration is definitely worthwhile. We still don't know how big space really is and that alone is fascinating. We know now that Aliens are, in fact, real, and it could be great to actually see one and see how they work and think. Where do these Aliens come from? Do they speak and think like us? What do they know about space? It's a way to get more information if we find a way. It opens up the possibilities of other life beings, not just humans, animals, and aliens. What if giants exist too? Or fairies? Mermaids? We can easily start with space since we do have an American space program, as well as space programs in other countries. We can work together to figure this stuff out.
[22.0_con] Exploration space won't tell us how big it really is. We have telescopes that can do a much better job than physically exploring space for that purpose.  We do not know that aliens are real. The fermi paradox is still a problem that has not been solved. Space is so large that exploring space for aliens is almost pointless. We would see signs of life in telescopes long before we would physically find them. The way you speak of aliens and other fairy tale creatures makes me think you have a fantastical view of the universe. The truth is that space is deadly and exploring it for te purpose of finding aliens is a waste of time and money. We are better off devloping better telescopes to search for signs of life. 
[22.0_pro] Of course, with anything, there are cons and precautions. For example, to create a new government, wars are usually fought. Wars cost money and usually end in disaster as well, yet we keep fighting them. People lose lives in war in means of transitions and bringing in more information. Creating historical moments so people can learn and not make the same mistakes. Space exploration could bring many possibilities, good or bad, but we won't know unless we try. It's better to try and know than to not do it at all. Money is a manmade construct, other life doesn't care about it.
[22.0_con] Money is manmade but that doesn't mean it would take a lot of it to fund space exploration. The type of war that can be conducted from space would be very different than any war fought in the history of humanity. If a nuclear bomb was sent from space it could be delivered to any location on earth much more quickly than before. This is a mistake we can't afford to make even once. Don't forget some of the first things russia and the us wanted to do was to build a miliary base on the moon. They even designed weapons just for this purpose.
[22.0_pro] Science and astronauts disagree. They've found black holes, other planets, infinity old stars. There's even government documents proving alien existence. Astronauts wouldn't keep exploring space if there wasn't anything there. NASA was originally made to explore the ocean, but since they didn't find much, they moved out to space. Keep in mind only 3% of the ocean is explored and there's so much there we don't know, but that's another argument for another time.  Keep an open mind, with all that's out there, we really don't know what really is true or false.",ambiguous
TS,inst_00023,54.0,54.0_pro,Should Public College Be Tuition-Free?,5,3,1,3,"[54.0_con] It costs money to send people to school. We have a huge debt burden in this country that will balloon if everyone goes to school without paying. If everyone goes and gets a degree, the value of the degree will fall as more and more people get them. If more people go to school we will have to build more infrastructure to teach them all. This will all come at a price that we can't afford right now.
[54.0_pro] In the US there is an expectation that every person has the freedom to chart their own path, to forge their future. However, in our current system that is not possible. College education has always been gated off to those who are unable to afford it, and more importantly not even a guarantee of a lucrative career path. For those who wish to even try, must incur thousands of dollars in debt, even more for ""prestige"" colleges. Amounts of money that only a few majors could even have the chance at paying a salary to make incurring that debt financially worth the strain. 
[54.0_con] Many degree holders now are failing to find meaningful employment. We have an over abundance of educated worked with little job prospects between them. There are avenues for those who want to go to school, to pay for it themselves with loans and grants.
[54.0_pro] As our country becomes further educated the value of a degree is not guaranteed to shift downward. In fact, individual degrees may become more lucrative as more jobs open, people go on to build business, and potentially gain contracts from other countries. The idea that we do not have the money is also false. We would be moving funds from those who would get them from government assistance programs to social classes where they would no longer need it. Thus shift funds away from those programs as they no longer required them.
[54.0_con] Building businesses doesn't take a degree. It takes having good ideas and the drive to build it. The money has to come from debt no matter where in the government it is taken from. Degrees are only as good as the jobs that bear them.
[54.0_pro] No one should have to take on crippling debt in order to seek a better life. There are countless individuals who love to open up their business but cannot take on said risk financially because school is too expensive or they have loans already and cannot secure new ones or would be far too risky. Those potential business starters could employ thousands of people who have degrees who seek employment. Ultimately we need these individuals who are willing to be entrepreneurs and create meaningful employment, increasing the job prospect.  ",ambiguous
TS,inst_00018,375.0,375.0_con,Should there be International Agreements to Enforce Global Climate Change Policies?,2,3,2,3,"[375.0_con] Yes, there should not be an International agreement to enforce Global climate change because everyone country has a different weather condition. For example, we are in winter, Canada is at around -8 degrees while the weather in wyoming is ok and some people in other part of the country weather is around 30 degree (hot). Hence each country should face their climate change squarely.\nThank yoy
[375.0_pro] Having this policy in place will make sure that every country is doing their part to help prevent or reduce climate change. It would be unfair for only a few countries to have policies in place when the entire world is at fault for climate change and not just one country should foot the bill for reduction or prevention techniques. It is a global issue that affects all and should not fall on one country to do something about it. It will take time and money. First world countries have the money to help and all should be doing something about it.
[375.0_con] Climate change is not a global issue as each country experience different time of weather and climate change. Some country natural/economic disaster is different from another. Some country hardly experience natural disaster. So it won't be nice to generalized the issue when every country has a diffrent problems.
[375.0_pro] That makes no sense. The weather in one place is not representative of climate change as a whole and as a whole all areas of the world will be affected by it at some point. It may be fine in Wyoming now but in 6 months that could change. There needs to be fairness across the board.weather in one lace may be effected negatively by what people in another area do while there’re fine. 
[375.0_con] I don't agree because you are looking at only United State, Consider the Asians, Africans. The climate condition is completely different. You will only understand if you have been to those countries. Let's not justify what should not be
[375.0_pro] That is true however, a volcanic eruption in Hawaii could have negative climate effects in Mexico. Everything is connected. An earthquake in the sea of Taiwan may cause a tsunami to hit a neighboring country and so on and so forth. Therefore it is a global issue and should be fairly divided in responsibility and associated costs in helping to reduce or prevent natural disasters that could be attributed by climate change. ",ambiguous
TS,inst_00109,237.0,237.0_con,Should there be Mandatory Quotas for Women in Leadership Positions?,3,2,3,2,"[237.0_con] There shouldn't be a mandatory quote for women in leadership positions because it doesn't take into account individual competence. Focusing on an individual's qualifications should be more important than their gender. Also, it might lead to tokenism, which could basically end up awarding women these positions JUST because they're women and not because they earned them or are qualified for them. As a result, it could potentially undermine the credibility of women in leadership and encourage stereotypes.
[237.0_pro] I believe women should have mandatory quotas if they're in a leadership positions because without these quotas women may be taken advantage of by male colleagues or even men in leadership quotas.  These quotas are a must have for women if they do not want to be taken advantage of.
[237.0_con] I disagree. It could actually lead to MORE stereotypes and discrimination if men feel threatened by them due to the possibility of tokenism and corporations feeling forced to strictly hire women based solely on their gender and not their qualifications. I feel like they would be MORE prone to being taken advantage of if they're suddenly thrust into a position where they feel like they didn't earn their position and are treated with resentment by their male peers.
[237.0_pro] While you do raise good objections, I still believe there should be quotas.  If there are not quotas, women may not get into the leadership roles and they will definitely be taken advantage of.
[237.0_con] I understand your point as well. However, I will still have to disagree because with proper qualifications, recommendations, and abilities, the chance of a woman getting into a leadership position isn't really DECREASING without a quota. WITH a quota, it would definitely increase, but it feels forced and for the wrong reasons. I would argue that it could probably INCREASE their chance of being taken advantage of if they're placed in a position where others feel like it was gifted or forced and not earned based on their abilities.
[237.0_pro] I just believe there needs to be quotas.  Men will always have the leading edge in any leadership positions.  Women will always be the under dog and unless there are quotas that will never change.",anchoring
TS,inst_00046,146.0,146.0_pro,Should Animals Be Used For Scientific Research?,5,3,1,3,"[146.0_con] Animals are sentient beings and are fully emotionally and physically impacted by scientific testing and experimental usage for human benefit.  It is abusive and immoral to use them in this way.  We are lesser beings for exploiting them for our gains.  Unless this work can be done humanely or with human volunteers, it is morally wrong to continue.  There is an awakening concerning this topic.  The brutality must end if we are to be 
[146.0_pro] Animals should be used for research and the reasons are as follows:\nFirstly, the safety of the experiment: the safety of the experiment is very crucial and is unknown hence if used on a human first, can result in death. Secondly, many animals are biologically similar  to humans. For examples are considered to be genetically similar to humans and can be used for the research.  These researches if not
[146.0_con] If an experiment can result in death to a human, it can to an animal as well.  Why does an animal owe its life to a human experiment?  It does not.  Human moral code dictates better behavior.  Genetic similarity isn’t a given and AI models can now be developed to sub in for animal testing.  These would be superior and end this abuse.
[146.0_pro] It is quite logical to say animals are fully impacted emotionally and physically in usage for scientific research but it is also a crucial matter to start an experiment with unforeseen events and occurrence such as death on humans. Doing experiments on humans can basically result in mutation and death of them and it is a very bad and crucial event
[146.0_con] Being a human comes with a set of moral obligations.  Preserving life — both human and animal — is part of an instinct we should know as humans.  In this age of technology and innovation, better ways exist to learn and advance scientifically than cruelly experimentation on animals.  Time to move forward another way.
[146.0_pro] It is quite logical to say that animals can die as well but can we disgusting and emotionally disturbing and infringement of our rights even to the extent of killing other people is it because the individual been used is practically inferior to us or they are different from us in a way. Who are the individuals we should use for the",ambiguous
TS,inst_00098,111.0,111.0_con,Should Students Have to Wear School Uniforms?,3,5,3,5,"[111.0_con] The cons of wearing uniforms in school are you cant show who you really are. Everyone looks the same and you cant be yourself. Some people like certain styles of clothing and you cant get that with uniforms. I believe it can block the creativity of students. 
[111.0_pro] Students are less susceptible to bullying and being made fun of when all kids are wearing the same thing. Some elements of style, fashion, and materialism are present when students are able to choose what to wear. A uniform would make that consistent for all. Also, this eliminates the ambiguity to dress code violations (logos, short/skirt length, tanktop straps, etc..). In conclusion a uniform makes apparrel and standards consistent for all students. 
[111.0_con] It is true that it will stop bullying and make everyone look and feel the same, but that can be a problem with students showing how creative their minds can be. Once they are in the real world they will learn that no one is the same and nothing is consistent.
[111.0_pro] Creativity can be a good thing, however, it also opens the door for appropriateness. Often times creative clothing is inappropriate and can lead to many other issues like sexual assault and bullying. 
[111.0_con] I do believe some clothing is inappropriate for school age children, but there are rules that should still be followed with wearing your own clothing.
[111.0_pro] I believe uniforms level the playing field for students. Creativity can be shown through other ways besides apparrel. Uniforms looks nice on all kids and they also align with the workplace which students will have to be a part of at some point in their lives. The world expects a level of conformity in terms of apparel and it is good for students to realize this at a young age. ",ambiguous
TS,inst_00138,91.0,91.0_con,Should the US Keep Using the Electoral College in Presidential Elections?,4,3,4,3,"[91.0_con] The Electoral College is a holdover from days that are no longer relevant to our modern society. It's a system that takes away the voice from people in many states, and drives them away from the polls because they feel their voice doesn't matter. this could be on either side of the aisle, as Republicans and Democrats in states like California would feel their voice isn't important and doesn't count as the states are already decided.
[91.0_pro] The electoral college is a cornerstone of the American society and the democratic process. It's not an ideal system, but it gives voices equally to everyone involved. No voices are left out. There is no real reason to actually remove it. Maybe it does require some improvements, but it has shown that it is a useful tool in deciding who we must allow into the office.
[91.0_con] There are many voices left of as previously stated. A true democratic system would let every person have a say in the outcome, and would truly give the power to the people. The voices of the regular person doesn't matter when you can lose the popular vote, but still win the Electoral College.
[91.0_pro] The thing is that it allows many people to have their voice heard, as the alternative is a popularity contest where those who win the popular vote are decided on by how great they are as opposed to the merits drawn up by the Electoral College given by the Founding Fathers. It also allows states that would just be overruled by the larger states 
[91.0_con] Both systems are popularity contests, but one is the popularity of the people who are directly effected by the outcome, versus the other being the popularity of the states. The local government in our system is supposed to be directly responsible for the state by state decisions, and the president for the maj
[91.0_pro] Perhaps, but the if a popular vote system was added means that those who are outnumbered by those in the most popular states are completely drowned ",ambiguous
TS,inst_00104,363.0,363.0_pro,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,2,3,4,3,"[363.0_con] I dont believe that freedom of speech should be limited at all. That's a dangerous road to go down. What will be next? Will our thoughts be monitored too? I don't want to live anywhere where speech is monitored and can be considered hate speech. There are plenty of things that can hurt someone's feelings. Its up to the person how they handle hurt feelings. It would be crazy to possibly be put in jail for expressing your thoughts and/or feelings about something.
[363.0_pro] Reduction in Hate Crimes: Evidence suggests a correlation between hate speech and an increase in hate crimes. For example, countries like Germany have strict laws against hate speech, especially related to Holocaust denial, and have observed lower rates of hate crimes compared to nations with less regulation. By limiting hate speech, potential instigators are less likely to incite or encourage acts of violence against marginalized groups.\n\nSocial Harmony: Countries like Canada and Sweden, which enforce laws against hate speech, tend to have higher social cohesion and inclusivity. These laws discourage public expressions of bigotry, promoting a more respectful public discourse. This helps in creating an environment where all individuals, regardless of their background, feel safe and valued, contributing to overall societal stability and harmony.
[363.0_con] Thats all well and good but limiting someone's free speech should be a crime itself. I don't believe that anyone should incite violence but words should be enough for all that. If someone is that sensitive to words they should see a therapist.
[363.0_pro] Your concern about unrestricted freedom of speech leading to censorship and a loss of personal liberty is valid and important in preserving democratic values. However, it's essential to differentiate between free speech and speech that can cause direct harm, such as inciting violence or discrimination. Historical examples, like the incitement of violence in Rwanda or Nazi Germany, show the dangerous potential of unchecked hate speech.\n\nThe aim isn't to police thoughts or general opinions but to prevent speech that actively promotes harm to others. It's not about limiting freedom of expression, but about ensuring it's not used to infringe on the safety and rights of others. This approach seeks a balance, where people are free to express their opinions, yet held accountable when their speech directly threatens the well-being of others.\n\nIn essence, it’s about harmonizing the right to speak freely with the responsibility to respect the rights and safety of others, ensuring a society where freedom of speech is valued but not exploited to cause harm
[363.0_con] As I said before if someone seeks violence because of a person's words they should seek help. Its not the world's responsibility to make sure everyone can handle a conversation and not fly off the handle. As most are taught when they are little names/words can't hurt you.\n
[363.0_pro] Freedom of speech is indeed a cornerstone of democracy, but it's not absolute and must be balanced with the responsibility to not harm others. It's not just about sensitivity; hate speech can lead to real-life consequences like violence and discrimination, affecting entire communities. Seeing a therapist is not a solution to systemic issues perpetuated by harmful rhetoric. Instead, empowering individuals to speak responsibly contributes to a society that values both free expression and mutual respect. ",ambiguous
TS,inst_00105,88.0,88.0_con,Should the US Expand (“pack”) the Supreme Court?,1,3,1,3,"[88.0_con] The US Expand shouldn't pack the Supreme Court because the President will have to spend a lot more time when it comes to ranking each individual person. The president would spend a lot more time when it comes to nominations which will also add a bunch of unneeded biases as well. An example is that a court packing has already failed in the US 
[88.0_pro] The court is not large enough to represent the views and opinions of the entire United States. We have a large Congress, why not a Supreme Court, too?
[88.0_con] My counterargument to this is that it will still take a massive amount of time dealing with the Supreme Court because of how important it is when it comes to society. The president is already having to deal with Congress and a bunch of other issues in America so it just feels like a burden to them that the Supreme Court is running around honestly. Even though the court isn't large enough, they still have massive powers that can be detrimental to society as a whole which has to be kept afloat by many people which isn't worth it in the long run. 
[88.0_pro] This goes to show that not only is the make up of the court not appropriate, but how we pick the justices is also a process that can be improved. Perhaps the people should elect justices just like we do the president? We can vote on justices just like we do politicians. Justices will serve terms instead of lifetime appointments.
[88.0_con] The amount of bias and fake votes that would occur during these votings would be really detrimental. A politician doesn't have the same powers as someone who is in Supreme Court has. The Supreme Court has far too many powers and it doesn't seem right how normal Americans could just vote when it comes to what they do, I feel like the President and higher-ups of the Supreme Court or the government should be allowed to decide since they know best about the wor
[88.0_pro] Perhaps it's time we do away with the court altogether. Like you said, they have ""massive powers."" But should they? Either we grow the court or find a way to change it. I don't know what that would look like, but it bothers me that a criminal like Trump had as much influence over the court as he did. Now women in many states have to carry their rapists baby. It makes me sick.",ambiguous
TS,inst_00140,14.0,14.0_con,Should the US Provide Military Aid to Ukraine in its Conflict With Russia?,4,2,4,2,"[14.0_con] The war has already taken too long and too much of the US's money. The US has plenty of other issues that need dire attention at home first before spreading itself thin in Ukraine. Russia does not seem to be letting go and this war can end up costing America too much.
[14.0_pro] The US should provide military aid to Ukraine against Russia for a number of reasons.  The first reason is a moral argument.  Russia is the aggressor country and is killing and raping innocent people.  They are targeting infrastructure and grain silos to try to freeze and starve Ukraine to death.  The US also was a signatory to the Buddhapist Accords which says that the US will agree to help Ukraine in it's defense for Ukraine giving up it's nuclear weapons.\n\nThe US has stockpiled tons of weapons during the Cold War in order to defeat Russia should there be a conflict between the two countries.  These weapons are close to being decomissioned which costs a lot of money.  It costs us less money to send these to Ukraine.
[14.0_con] If America acted on morals, it would have to save the whole world. Most countries in the world are being lead by dictators, for example, most countries in Africa and Asia. Should America fund them too?
[14.0_pro] Russia is trying to run out the clock so that people lose patience with Ukraine.  If Russia controls Ukraine, the US is going to have much more serious issues to worry about in addition to the one's at home.  For example, Putin will next move into Maldova.  Then it will be on to the Baltics and then to Poland.  The Baltics and Poland are both part of NATO, which will get us in a direct war.\n\nAppeasement never works with dictators.  We tried this with Hitler during WW2 to give him Czechlovakia and he just kept going.  We tried this with Putin in 2014 with Crimea and the Donbass.  Dictators keep going so stop them now before it costs us more in the long run.
[14.0_con] America has done all it can to help Ukraine thus far. The most it can do now is try and bring the countries together for an agreement instead of throwing more money at the war. There are many countries in worse situations than Ukraine, will the US throw money at them too? Many people are working hard to pay taxes in America and they probably would like to see their monies go to better use.   
[14.0_pro] American's should not fund dictator countries.  America should try to fund the opposition.  That way dictators all over the world will not be emboldened to invade or commit human rights abuses.  Putin's biggest fear is that he will end up like Gadaffi - dead in a ditch, which is how all dictators should end up.  All of our foreign policy problems are due to dictators - China, Russia, North Korea, Venezuela, the Middle East, Cuba.  ",ambiguous
TS,inst_00027,384.0,384.0_con,Should there be International Agreements to Enforce Global Climate Change Policies?,5,4,5,4,"[384.0_con] Multi billion dollar companies will take a temporary slip in profits, This will cause the owners and stock brokers to be temporarily frustrated for about a month or so. It will also make them use precious company time to investigate how to resolve a global issue, rather than further increasing profits. Furthermore, there is no guarantee that the environment is more important than a luxurious lifestyle.
[384.0_pro] Humans contributions to climate change will have a disastrous effect on many of the worlds countries, this can already be seen through multiple areas of the world where land mass is being lost to the ocean.  By creating an agreement to enforce global climate change policies, we can punish those who are polluting the earth the most, corporations.  People have been conditioned to believe that cars, turning off the lights, taking shorter showers, etc are going to help combat climate change.  While it is true that doing that will have some impact, the impact is incredibly small compared to what corporations are polluting.  The people would see only minimal, if any, repercussions from climate change policy enforcement, and enforcement could be designed in a way to prevent mega corporations from increasing prices after being punished by the local government.
[384.0_con] People have jobs they have to go to. In order to stop global warming, assuming it's even happening, it would require many people to work on cleaning up the environment. However, that work does not provide any monetary incentive and people have bills to pay. This prevents people from doing the clean up work, because they are reliant on the system already put in place that requires labor in order to survive. There is no incentive to clean the environment, since the system is built entirely on profit potential and not sustainability.
[384.0_pro] Profits is a null argument compared to the benefits, such as security for human lives, land space, and preventing species from being extinct.  If we really want to try to argue that profits and a better life style is more important than the environment, which we need to survive, then what happens when climate change eventually wrecks other areas of the economy?  By ignoring it, we will not only cause significant loss of human and animal life while also endangering the future of our race
[384.0_con] The elite are not empathetic as you wish. They have rockets being built for mars. They'll milk this planet dry and head off to space. Human life does not bring profits and since profits are what keeps the economy running, it is considered a risk, through the perspective of calculating only numbers and not ethics. The best business decision would be to force labor for survival. If this is truly important to you personally, go ahead and stop your job
[384.0_pro] Have you heard of the department of environmental protection?  These are paid people inside of the United States that do exactly this, if the international community wants to work towards a solution, we could fund a global form of this using tax dollars from citizens to create more paid jobs.  Saying that the system is built entirely on profit potential and not sustainability is true, but it is why are are in the mess we are currently in.  It's time to change this way of thinking and step up to do the right thing.  We need to protect this world, not the wallets of the rich, we place too much emphasis on trying to become like them when they are one of the largest problem, if not the largest in the world with their contributions to dis",ambiguous
TS,inst_00115,219.0,219.0_con,Should Felons Regain the Right to Vote?,2,3,2,3,"[219.0_con] Felony is not a trivial crime; these are serious offenses that these people have been convicted of therefore I do not believe that they are qualified to be entrusted with the privilege of voting.  Voting is not to be taken lightly; when a citizen votes they are representing the whole of the community.  Our future is in the hands of citizen voters.  Voting is a right but it is not decoupled from respons
[219.0_pro] Every individual who lives in the country has the right to vote. Just because you committed a crime does not mean your constitutional right to vote should be taken away. Even if you are in jail or prison does not change the fact that you live in this country. Therefore, the people who are elected have an effect on your life. Therefore, regardless of your crime you should have the right to vote. Every citizen should have the right to vote.
[219.0_con] Voting is a right but it cannot be decoupled from responsibility.  A person cannot vote until a certain age, for example.  Also, if incapacity because of a brain incapacity or dementia is established, voting is not a guaranteed right.  So, in the case of people who have broken the trust of the community, why would restrictions to voting not be applied?  We must protect our
[219.0_pro] Regardless of ones crime, it does not change the fact that they live in the country. Therefore, regardless of their crime it does not change the fact that are citizens. The people in power who are elected make decisions that effect the felons. Because the decisions of the politicians effect the felons they should retain the right to vote.
[219.0_con] When they undertook these very serious crimes, they did not take the rights of their fellow citizens.  There are psychiatric reasons to not be allowed to vote; these criminals have demonstrated at least equivalent incapacity to be a good citizen.  Their right cannot be weighed more highly than the safety of the national body politic.   
[219.0_pro] The point of incarceration is to rehabilitate someone and eventually integrate them back into society. By taking away ones right to vote we are further ostracizing them from society. The whole goal of prison is to have someone reflect on their actions. Felons should not loose their rights because of their crimes. ",anchoring
